cat	SCALERANK	NATSCALE	LABELRANK	FEATURECLA	NAME	NAMEPAR	NAMEALT	DIFFASCII	NAMEASCII	ADM0CAP	CAPIN	WORLDCITY	MEGACITY	SOV0NAME	SOV_A3	ADM0NAME	ADM0_A3	ADM1NAME	ISO_A2	NOTE	LATITUDE	LONGITUDE	CHANGED	NAMEDIFF	DIFFNOTE	POP_MAX	POP_MIN	POP_OTHER	RANK_MAX	RANK_MIN	GEONAMEID	MEGANAME	LS_NAME	LS_MATCH	CHECKME	MAX_POP10	MAX_POP20	MAX_POP50	MAX_POP300	MAX_POP310	MAX_NATSCA	MIN_AREAKM	MAX_AREAKM	MIN_AREAMI	MAX_AREAMI	MIN_PERKM	MAX_PERKM	MIN_PERMI	MAX_PERMI	MIN_BBXMIN	MAX_BBXMIN	MIN_BBXMAX	MAX_BBXMAX	MIN_BBYMIN	MAX_BBYMIN	MIN_BBYMAX	MAX_BBYMAX	MEAN_BBXC	MEAN_BBYC	COMPARE	GN_ASCII	FEATURE_CL	FEATURE_CO	ADMIN1_COD	GN_POP	ELEVATION	GTOPO30	TIMEZONE	GEONAMESNO	UN_FID	UN_ADM0	UN_LAT	UN_LONG	POP1950	POP1955	POP1960	POP1965	POP1970	POP1975	POP1980	POP1985	POP1990	POP1995	POP2000	POP2005	POP2010	POP2015	POP2020	POP2025	POP2050	CITYALT	min_zoom	wikidataid	wof_id	CAPALT	name_en	name_de	name_es	name_fr	name_pt	name_ru	name_zh	label	name_ar	name_bn	name_el	name_hi	name_hu	name_id	name_it	name_ja	name_ko	name_nl	name_pl	name_sv	name_tr	name_vi	wdid_score	ne_id
6973	3	110	8	Admin-0 capital	Suva			0	Suva	1.0		0.0	0	Fiji	FJI	Fiji	FJI	Central	FJ		-18.1330159314	178.441707315	4.0	0	Location adjusted.	175399	88271	0	9	8	2198148.0		Suva	1	0	143230.0	143230.0	143230.0	143230.0	0.0	100.0	53.0	53.0	20.0	20.0	56.0	56.0	35.0	35.0	178.425	178.425	178.53333333	178.53333333	-18.16666667	-18.16666667	-18.025	-18.025	178.47288462	-18.10673077	0	Suva	P	PPLC	1.0	77366.0	0.0	-9999.0	Pacific/Fiji	GeoNames match general.	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		5.0	Q38807	421188977.0	0	Suva	Suva	Suva	Suva	Suva	Сува	蘇瓦		سوفا	সুভা	Σούβα	सुवा	Suva	Suva	Suva	スバ	수바	Suva	Suva	Suva	Suva	Suva	4	1159150917
6974	3	110	7	Admin-1 capital	Port-Gentil		Port Gentil	0	Port-Gentil	0.0		0.0	0	Gabon	GAB	Gabon	GAB	Ogooué-Maritime	GA		-0.72002195344	8.78002193059	0.0	0		116836	109163	116836	9	9	2396518.0		Port-Gentil	1	0	116836.0	116836.0	116836.0	116836.0	0.0	100.0	19.0	19.0	7.0	7.0	22.0	22.0	14.0	14.0	8.75833333	8.75833333	8.8	8.8	-0.75	-0.75	-0.69166667	-0.69166667	8.77689394	-0.72424242	0	Port-Gentil	P	PPLA	8.0	109163.0	0.0	1.0	Africa/Libreville	GeoNames match general.	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		5.0	Q501715	1141909365.0	0	Port-Gentil	Port-Gentil	Port-Gentil	Port-Gentil	Port-Gentil	Порт-Жантиль	让蒂尔港		بورت جنتيل	পোর্ট-জেন্টিল	Πορτ-Τζεντίλ	पोर्ट-जेंटिल	Port-Gentil	Port-Gentil	Port-Gentil	ポールジャンティ	포르장티	Port-Gentil	Port-Gentil	Port-Gentil	Port-Gentil	Port-Gentil	4	1159150919
6975	3	110	6	Populated place	Timbuktu			0	Timbuktu	0.0		0.0	0	Mali	MLI	Mali	MLI	Timbuktu	ML		16.7665851023	-3.01659651835	4.0	0	Location adjusted.	68872	68872	0	8	8	2449067.0		Timbuktu	1	0	0.0	0.0	68872.0	68872.0	0.0	100.0	17.0	17.0	7.0	7.0	33.0	33.0	20.0	20.0	-3.025	-3.025	-2.975	-2.975	16.7	16.7	16.79166667	16.79166667	-3.00218254	16.75218254	0	Tombouctou	P	PPLA	8.0	32460.0	0.0	259.0	Africa/Bamako	GeoNames spatial join with similar names only.	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		5.0	Q9427	421195697.0	0	Timbuktu	Timbuktu	Tombuctú	Tombouctou	Tombuctu	Томбукту	廷巴克图		تمبكتو	টিম্বুকতু	Τιμπουκτού	टिम्बकटू	Timbuktu	Timbuktu	Timbuctù	トンブクトゥ	팀북투	Timboektoe	Timbuktu	Timbuktu	Timbuktu	Timbuktu	4	1159150921
6976	3	110	3	Admin-1 capital	Punta Arenas			0	Punta Arenas	0.0		0.0	0	Chile	CHL	Chile	CHL	Magallanes y Antártica Chilena	CL		-53.1649861464	-70.9399957699	4.0	0	Changed feature class.	117430	95162	93243	9	8	3874787.0		Punta Arenas	1	0	95162.0	95162.0	95162.0	95162.0	0.0	100.0	29.0	29.0	11.0	11.0	33.0	33.0	21.0	21.0	-70.95	-70.95	-70.85833333	-70.85833333	-53.19166667	-53.19166667	-53.11666667	-53.11666667	-70.91513158	-53.14612573	0	Punta Arenas	P	PPLA	10.0	117430.0	0.0	54.0	America/Santiago	GeoNames match general.	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		3.0	Q51599	102017123.0	0	Punta Arenas	Punta Arenas	Punta Arenas	Punta Arenas	Punta Arenas	Пунта-Аренас	蓬塔阿雷纳斯		بونتا أريناس	পোন্টা আরেনাস	Πούντα Αρένας	पुन्टा एरेनास	Punta Arenas	Punta Arenas	Punta Arenas	プンタ・アレーナス	푼타아레나스	Punta Arenas	Punta Arenas	Punta Arenas	Punta Arenas	Punta Arenas	4	1159150925
6977	3	110	3	Admin-1 capital	Iquique			0	Iquique	0.0		0.0	0	Chile	CHL	Chile	CHL	Tarapacá	CL		-20.2499926566	-70.1299676938	0.0	0		227499	218525	218525	10	10	3887127.0		Iquique	1	0	218525.0	218525.0	218525.0	218525.0	0.0	100.0	35.0	35.0	14.0	14.0	48.0	48.0	30.0	30.0	-70.15833333	-70.15833333	-70.075	-70.075	-20.3	-20.3	-20.19166667	-20.19166667	-70.12026515	-20.24715909	0	Iquique	P	PPLA	13.0	227499.0	0.0	-9999.0	America/Santiago	GeoNames match general.	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		5.0	Q14440	102017581.0	0	Iquique	Iquique	Iquique	Iquique	Iquique	Икике	伊基克		ايكويكو	ইকুইক	Ικίκε	आइकिक	Iquique	Iquique	Iquique	イキケ	이키케	Iquique	Iquique	Iquique	Iquique	Iquique	4	1159150927
6978	3	110	3	Admin-1 capital	Antofagasta			0	Antofagasta	0.0		0.0	0	Chile	CHL	Chile	CHL	Antofagasta	CL		-23.6499918429	-70.4000028907	4.0	0	Location adjusted.	309832	281246	0	10	10	3899539.0		Antofagasta	1	0	281246.0	281246.0	281246.0	281246.0	0.0	100.0	49.0	49.0	19.0	19.0	58.0	58.0	36.0	36.0	-70.43333333	-70.43333333	-70.36666667	-70.36666667	-23.71666667	-23.71666667	-23.53333333	-23.53333333	-70.39341398	-23.62741935	0	Antofagasta	P	PPLA	3.0	309832.0	0.0	276.0	America/Santiago	GeoNames match general.	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		4.0	Q3612	102017963.0	0	Antofagasta	Antofagasta	Antofagasta	Antofagasta	Antofagasta	Антофагаста	安托法加斯塔		انتوفاغاستا	অ্যান্তোফাগাস্তা	Αντοφαγάστα	एंटोफ़गास्टा	Antofagasta	Antofagasta	Antofagasta	アントファガスタ	안토파가스타	Antofagasta	Antofagasta	Antofagasta	Antofagasta	Antofagasta	4	1159150929
6979	3	110	3	Admin-0 capital alt	Valparaíso		Valparaiso	1	Valparaiso	0.0	Legislative cap	0.0	1	Chile	CHL	Chile	CHL	Valparaíso	CL		-33.0477644666	-71.6210136329	4.0	0	Changed scale rank.	854000	15938	130815	11	6	3445575.0	Valpara so	Valparaiso2	1	0	144390.0	637860.0	637860.0	0.0	0.0	50.0	34.0	184.0	13.0	71.0	33.0	151.0	21.0	94.0	-71.65833333	-71.65833333	-71.57440983	-71.325	-33.075	-33.075	-33.01666667	-32.91666667	-71.5412506567	-33.0346484467	0	Valparaiso	P	PPL	27.0	15938.0	0.0	405.0	America/Sao_Paulo	GeoNames match general.	18	Chile	-33.02	-71.55	328.0	377.0	433.0	481.0	532.0	581.0	635.0	685.0	733.0	771.0	803.0	838.0	854.0	880.0	922.0	956.0	982.0	Valparaiso	5.0	Q33986	101955041.0	1	Valparaíso	Valparaíso	Valparaíso	Valparaíso	Valparaíso	Вальпараисо	瓦尔帕莱索		فالبارايسو	ভালপারাইসো	Βαλπαραΐσο	वालपाराईसो	Valparaíso	Valparaíso	Valparaíso	バルパライソ	발파라이소	Valparaíso	Valparaíso	Valparaíso	Valparaíso	Valparaíso	4	1159150931
6980	3	110	3	Admin-1 capital	Valdivia			0	Valdivia	0.0		0.0	0	Chile	CHL	Chile	CHL	Los Ríos	CL		-39.7950012016	-73.2450230323	4.0	0	Changed feature class.	159599	133419	153278	9	9	3868707.0		Valdivia	1	0	159599.0	159599.0	159599.0	159599.0	0.0	100.0	43.0	43.0	17.0	17.0	42.0	42.0	26.0	26.0	-73.275	-73.275	-73.18333333	-73.18333333	-39.85833333	-39.85833333	-39.78333333	-39.78333333	-73.22570513	-39.82211538	0	Valdivia	P	PPLA	9.0	133419.0	0.0	10.0	America/Santiago	GeoNames match general.	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		4.0	Q160687	102016837.0	0	Valdivia	Valdivia	Valdivia	Valdivia	Valdivia	Вальдивия	瓦尔迪维亚		فالديفيا	ভালদিভিয়া	Βαλδίβια	वाल्डिविया	Valvidia	Valdivia	Valdivia	バルディビア	발디비아	Valdivia	Valdivia	Valdivia	Valdivia	Valdivia	4	1159150933
6981	3	110	3	Admin-1 capital	Concepción			0	Concepcion	0.0		0.0	0	Chile	CHL	Chile	CHL	Bío-Bío	CL		-36.8300142225	-73.0500220151	0.0	0		889725	212003	431566	11	10	3893894.0		Concepcion1	1	0	450126.0	713990.0	713990.0	713990.0	0.0	100.0	90.0	147.0	35.0	57.0	96.0	142.0	60.0	88.0	-73.16666667	-73.14287312	-72.975	-72.975	-36.96666667	-36.96666667	-36.75833333	-36.675	-73.06551747	-36.8107779625	0	Concepcion	P	PPLA	6.0	215413.0	0.0	136.0	America/Santiago	GeoNames match general.	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		5.0	Q1880	102017759.0	0	Concepción	Concepción	Concepción	Concepción	Concepción	Консепсьон	康塞普西翁		كونسبسيون	কনসেপসিওন	Κονσεπσιόν	कॉन्सेप्सिओन	Concepción	Concepción	Concepción	コンセプシオン	콘셉시온	Concepción	Concepción	Concepción	Concepcion	Concepción	4	1159150935
6982	3	110	3	Admin-1 capital	Puerto Montt			0	Puerto Montt	0.0		0.0	0	Chile	CHL	Chile	CHL	Los Lagos	CL		-41.4699894015	-72.9299776628	0.0	0		174629	160054	174058	9	9	3874960.0		Puerto Montt	1	0	174629.0	174629.0	174629.0	174629.0	0.0	100.0	40.0	40.0	15.0	15.0	45.0	45.0	28.0	28.0	-73.01666667	-73.01666667	-72.875	-72.875	-41.49166667	-41.49166667	-41.43333333	-41.43333333	-72.95336022	-41.46680108	0	Puerto Montt	P	PPLA	9.0	160054.0	0.0	20.0	America/Santiago	GeoNames match general.	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		5.0	Q36214	102017145.0	0	Puerto Montt	Puerto Montt	Puerto Montt	Puerto Montt	Puerto Montt	Пуэрто-Монт	蒙特港		بويرتو مونت	পুয়ের্তো মন্ট	Πουέρτο Μοντ	पुरतो मुनैत	Puerto Montt	Puerto Montt	Puerto Montt	プエルトモント	푸에르토몬트	Puerto Montt	Puerto Montt	Puerto Montt	Puerto Montt	Puerto Montt	4	1159150937
6983	3	110	8	Admin-0 region capital	Nuuk	Godthab		0	Nuuk	0.0		0.0	0	Denmark	DNK	Greenland	GRL	Kommuneqarfik Sermersooq	GL		64.1982814673	-51.7326587899	4.0	0	Location adjusted. Population from GeoNames.	14798	14798	0	6	6	3421319.0		Nuuk (Godthab)	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	Nuuk	P	PPLC	3.0	14798.0	5.0	-9999.0	America/Godthab	GeoNames spatial join with similar names only.	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		4.0	Q226	101870623.0	0	Nuuk	Nuuk	Nuuk	Nuuk	Nuuk	Нуук	努克		نوك	নুউক	Νουούκ	नुक	Nuuk	Nuuk	Nuuk	ヌーク	누크	Nuuk	Nuuk	Nuuk	Nuuk	Nuuk	4	1159150939
6984	3	110	7	Admin-0 capital	Nouakchott			0	Nouakchott	1.0		0.0	0	Mauritania	MRT	Mauritania	MRT	Nouakchott	MR		18.0864270212	-15.9753404149	0.0	0		742144	661400	742144	11	11	2377450.0		Nouakchott	1	0	742144.0	742144.0	742144.0	742144.0	0.0	100.0	98.0	98.0	38.0	38.0	92.0	92.0	57.0	57.0	-16.01666667	-16.01666667	-15.89166667	-15.89166667	18.03333333	18.03333333	18.15	18.15	-15.96013889	18.09256944	0	Nouakchott	P	PPLC	6.0	661400.0	0.0	-9999.0	Africa/Nouakchott	GeoNames match general.	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		5.0	Q3688	890441411.0	0	Nouakchott	Nouakchott	Nuakchot	Nouakchott	Nouakchott	Нуакшот	努瓦克肖特		نواكشوط	নুওয়াকশুত	Νουακσότ	नुआकशोत	Nouakchott	Nouakchott	Nouakchott	ヌアクショット	누악쇼트	Nouakchott	Nawakszut	Nouakchott	Nuakşot	Nouakchott	4	1159150943
6985	3	110	6	Admin-0 capital	Bamako			0	Bamako	1.0		0.0	1	Mali	MLI	Mali	MLI	Bamako	ML		12.6500146677	-8.00003910464	0.0	0		1494000	1297281	1301407	12	12	2460596.0	Bamako	Bamako	1	0	1316564.0	1316564.0	1316564.0	1316564.0	0.0	100.0	172.0	172.0	66.0	66.0	106.0	106.0	66.0	66.0	-8.05833333	-8.05833333	-7.90833333	-7.90833333	12.54166667	12.54166667	12.71666667	12.71666667	-7.98741909	12.62617314	0	Bamako	P	PPLC	1.0	1297281.0	0.0	350.0	Africa/Bamako	GeoNames match general.	349	Mali	12.65	-7.98	89.0	111.0	130.0	158.0	222.0	363.0	489.0	608.0	746.0	910.0	1110.0	1368.0	1494.0	1708.0	2130.0	2633.0	3214.0		4.0	Q3703	421182167.0	0	Bamako	Bamako	Bamako	Bamako	Bamako	Бамако	巴馬科		باماكو	বামাকো	Μπαμακό	बमाको	Bamako	Bamako	Bamako	バマコ	바마코	Bamako	Bamako	Bamako	Bamako	Bamako	4	1159150945
6986	3	110	7	Admin-1 capital	Atar			0	Atar	0.0		0.0	0	Mauritania	MRT	Mauritania	MRT	Adrar	MR		20.5166404409	-13.0499892593	0.0	0		44265	44265	44265	7	7	2381334.0		Atar	1	0	44265.0	44265.0	44265.0	44265.0	0.0	100.0	9.0	9.0	3.0	3.0	14.0	14.0	9.0	9.0	-13.06666667	-13.06666667	-13.03333333	-13.03333333	20.5	20.5	20.53333333	20.53333333	-13.05113636	20.51704545	0	Atar	P	PPLA	7.0	0.0	0.0	310.0	Africa/Nouakchott	GeoNames match general.	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		5.0	Q735645	421201087.0	0	Atar	Atar	Atar	Atar	Atar	Атар	阿塔爾		أطار	আতার	Ατάρ	अटर		Atar	Atar	アタール	아타르	Atar	Atar	Atar	Atar	Atar	4	1159150947
6987	3	110	6	Populated place	Djenné			0	Djenne	0.0		0.0	0	Mali	MLI	Mali	MLI	Mopti	ML		13.8999900502	-4.54999129375	0.0	0		32944	22382	4026	7	7	2458589.0		Djenne	1	0	4026.0	4026.0	4026.0	4026.0	0.0	100.0	2.0	2.0	1.0	1.0	6.0	6.0	3.0	3.0	-4.56666667	-4.56666667	-4.55	-4.55	13.9	13.9	13.90833333	13.90833333	-4.55833333	13.90416667	0	Djenne	P	PPL	4.0	22382.0	0.0	274.0	Africa/Bamako	GeoNames match with ascii name + lat + long whole numbers.	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		5.0	Q213507	421195927.0	0	Djenné	Djenné	Djenné	Djenné	Djenné	Дженне	杰内		جينيه		Τζενέ	जीनी का पूराना शहर	Dzsenné	Djenné	Djenné	ジェンネ	젠네	Djenné	Dżenne	Djenné	Jenne		4	1159150949
6988	3	110	7	Admin-1 capital	Sabha			0	Sabha	0.0		0.0	0	Libya	LBY	Libya	LBY	Sabha	LY		27.0332710968	14.4333202705	0.0	0		100249	100249	100249	9	9	2212775.0		Sabha	1	0	100249.0	100249.0	100249.0	100249.0	0.0	100.0	31.0	31.0	12.0	12.0	35.0	35.0	22.0	22.0	14.38333333	14.38333333	14.475	14.475	27.00833333	27.00833333	27.08333333	27.08333333	14.42550813	27.04339431	0				0.0	0.0	0.0	0.0		GeoNames rough area, rough name, requires further research.	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		5.0	Q208389	421180019.0	0	Sabha	Sabha	Sabha	Sebha	Sabha	Себха	拾哈		سبها	সাবা	Σαμπά	सभा		Sabha	Sebha	セブハ	세바	Sabha	Sabha	Sabha	Sebha	Sabha	4	1159150951
6989	3	110	7	Admin-1 capital	Banghazi		Benghazi	0	Banghazi	0.0		0.0	1	Libya	LBY	Libya	LBY	Benghazi	LY		32.1167334178	20.0667231839	4.0	0	Location adjusted.	1180000	582374	0	12	11	88319.0	Banghazi	Banghazi	1	0	582374.0	582374.0	582374.0	582374.0	0.0	100.0	94.0	94.0	36.0	36.0	63.0	63.0	39.0	39.0	20.05	20.05	20.175	20.175	32.05	32.05	32.175	32.175	20.10711538	32.10871795	0	Banghazi	P	PPL	54.0	650629.0	0.0	15.0	Africa/Tripoli	Geonames ascii name + lat.d + long.d matching.	343	Libyan Arab Jamahiriya	32.12	20.06	53.0	74.0	104.0	148.0	220.0	306.0	376.0	469.0	612.0	799.0	945.0	1113.0	1180.0	1271.0	1398.0	1505.0	1590.0	Benghazi	4.7	Q40816	421199765.0	0	Benghazi	Bengasi	Bengasi	Benghazi	Bengasi	Бенгази	班加西		بنغازي	বেনগাজি	Βεγγάζη	बेंघाज़ी	Bengázi	Benghazi	Bengasi	ベンガジ	벵가지	Benghazi	Bengazi	Benghazi	Bingazi	Benghazi	4	1159150953
6990	3	110	6	Populated place	Thessaloniki			0	Thessaloniki	0.0		0.0	1	Greece	GRC	Greece	GRC	Kentriki Makedonia	GR		40.6961063833	22.8850007718	0.0	0		828000	354290	763621	11	10	734077.0	Thessaloniki	Thessaloniki	1	0	792904.0	792904.0	792904.0	792904.0	0.0	100.0	170.0	170.0	66.0	66.0	160.0	160.0	99.0	99.0	22.775	22.775	23.05	23.05	40.53333333	40.53333333	40.74166667	40.74166667	22.92670817	40.64529055	0	Thessaloniki	P	PPLA	0.0	354290.0	0.0	-9999.0	Europe/Athens	GeoNames match with ascii name + lat + long whole numbers.	199	Greece	40.62	22.79	292.0	329.0	372.0	447.0	542.0	617.0	694.0	724.0	746.0	771.0	797.0	821.0	828.0	837.0	851.0	865.0	880.0		5.0	Q17151	101752331.0	0	Thessaloniki	Thessaloniki	Salónica	Thessalonique	Salonica	Салоники	塞萨洛尼基		سالونيك	টেসালনিকি	Θεσσαλονίκη	थेसालोनिकी	Szaloniki	Thessaloniki	Salonicco	テッサロニキ	테살로니키	Thessaloniki	Saloniki	Thessaloníki	Selanik	Thessaloniki	4	1159150955
6991	3	110	8	Admin-0 capital	Beirut		Bayrut	0	Beirut	1.0		0.0	1	Lebanon	LBN	Lebanon	LBN	Beirut	LB		33.871975117	35.50970821	0.0	0		1846000	1712125	1661980	12	12	276781.0	Bayrut	Beirut	1	5	1712125.0	1712468.0	1740692.0	1740692.0	0.0	100.0	429.0	471.0	166.0	182.0	403.0	457.0	251.0	284.0	35.44166667	35.44166667	35.71854139	35.75833333	33.7	33.7	34.16666667	34.16666667	35.600788525	33.8928069475	0	Beirut	P	PPLC	4.0	1916100.0	0.0	56.0	Asia/Beirut	GeoNames match general.	341	Lebanon	33.88	35.49	322.0	425.0	561.0	733.0	923.0	1500.0	1623.0	1585.0	1293.0	1268.0	1487.0	1777.0	1846.0	1941.0	2051.0	2119.0	2173.0	Beirut	5.0	Q3820	890442383.0	0	Beirut	Beirut	Beirut	Beyrouth	Beirute	Бейрут	贝鲁特		بيروت	বৈরুত	Βηρυτός	बेयरूत	Bejrút	Beirut	Beirut	ベイルート	베이루트	Beiroet	Bejrut	Beirut	Beyrut	Beirut	4	1159150957
6992	3	110	8	Admin-0 capital	Tbilisi		T'Bilisi	0	Tbilisi	1.0		0.0	1	Georgia	GEO	Georgia	GEO	Tbilisi	GE		41.7250099885	44.7907954496	0.0	0		1100000	1005257	977179	12	12	611717.0	Tbilisi	Tbilisi	1	0	1005257.0	1005257.0	1007529.0	1007529.0	0.0	100.0	131.0	135.0	51.0	52.0	128.0	133.0	80.0	83.0	44.70833333	44.70833333	44.93333333	44.93333333	41.61666667	41.62735538	41.825	41.825	44.822811945	41.722166535	0	Tbilisi	P	PPLC	0.0	1049498.0	0.0	420.0	Asia/Tbilisi	GeoNames match general.	191	Georgia	41.72	44.78	612.0	659.0	718.0	803.0	897.0	992.0	1090.0	1177.0	1224.0	1160.0	1100.0	1093.0	1100.0	1108.0	1113.0	1114.0	1114.0	T'Bilisi	5.0	Q994	890443227.0	0	Tbilisi	Tiflis	Tiflis	Tbilissi	Tbilisi	Тбилиси	第比利斯		تبليسي	তিবিলিসি	Τιφλίδα	थ्बिलिसि	Tbiliszi	Tbilisi	Tbilisi	トビリシ	트빌리시	Tbilisi	Tbilisi	Tbilisi	Tiflis	Tbilisi	4	1159150961
6993	3	110	3	Admin-1 capital	Gondar			1	Gonder	0.0		0.0	0	Ethiopia	ETH	Ethiopia	ETH	Amhara	ET		12.6100429473	37.4600284411	0.0	0		156230	153914	287940	9	9	336014.0		Gonder	1	5	156230.0	156230.0	156230.0	156230.0	0.0	100.0	38.0	38.0	15.0	15.0	60.0	60.0	38.0	38.0	37.4	37.4	37.48333333	37.48333333	12.55	12.55	12.625	12.625	37.44138889	12.58768519	0	Gonder	P	PPL	2.0	153914.0	0.0	2133.0	Africa/Addis_Ababa	Geonames ascii name + lat.d + long.d matching.	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		5.0	Q218861	890442043.0	0	Wegedi	Gonder	Gondar	Gondar	Gondar	Гондэр	貢德爾		قوندر	গন্ডার	Γκόνταιρ	गोंदर	Gondar	Gondar	Gondar	ゴンダール	곤다르	Gondar	Gonder	Gonder	Gondar	Gondar	4	1159150963
6994	3	110	6	Admin-0 capital	Astana			0	Astana	1.0		0.0	0	Kazakhstan	KAZ	Kazakhstan	KAZ	Aqmola	KZ		51.1811253043	71.4277742095	0.0	0		345604	325021	317445	10	10	1526273.0		Astana	1	0	325021.0	325021.0	325021.0	325021.0	0.0	100.0	104.0	104.0	40.0	40.0	101.0	101.0	63.0	63.0	71.325	71.325	71.53333333	71.53333333	51.1	51.1	51.225	51.225	71.43275043	51.16444301	0	Astana	P	PPLC	5.0	345604.0	0.0	339.0	Asia/Qyzylorda	GeoNames match general.	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		4.0	Q1520	421182469.0	0	Astana	Astana	Astaná	Astana	Astana	Астана	阿斯塔納		أستانة	আস্তানা	Αστανά	अस्ताना	Asztana	Astana	Astana	アスタナ	아스타나	Astana	Astana	Astana	Astana	Astana	4	1159150965
6995	3	110	6	Populated place	Qaraghandy			0	Qaraghandy	0.0		0.0	0	Kazakhstan	KAZ	Kazakhstan	KAZ	Qaraghandy	KZ		49.8849770295	73.1150097238	0.0	0		451800	304747	282	10	10	1519942.0		Qaraghandy	1	0	304747.0	304747.0	304747.0	304747.0	0.0	100.0	89.0	89.0	34.0	34.0	99.0	99.0	62.0	62.0	73.03333333	73.03333333	73.16666667	73.16666667	49.73333333	49.73333333	49.89166667	49.89166667	73.09885417	49.80807292	0	Qaraghandy	P	PPLA	12.0	451800.0	0.0	526.0	Asia/Almaty	GeoNames match with ascii name + lat + long whole numbers.	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		5.0	Q484706	1141909367.0	0	Qaraghandy	Qaraghandy	Karagandá	Karaganda	Qaraghandy	Караганда	卡拉干達		قراغندي	কারাগান্ডা	Καραγκάντα	कारागन्दा	Karagandi	Karaganda	Karaganda	カラガンダ	카라간다	Karaganda	Karaganda	Qaraghandy	Karağandı	Karagandy	4	1159150967
6996	3	110	6	Admin-1 capital	Almaty			0	Almaty	0.0		0.0	1	Kazakhstan	KAZ	Kazakhstan	KAZ	Almaty	KZ		43.3249898469	76.9150361724	0.0	0		1209000	983512	954721	12	11	1526384.0	Almaty	Almaty	1	0	983512.0	1137324.0	1137324.0	1137324.0	0.0	100.0	225.0	317.0	87.0	122.0	142.0	227.0	88.0	141.0	76.75	76.85375505	77.03333333	77.03333333	43.13333333	43.13333333	43.44166667	43.44166667	76.9105994075	43.2802088075	0	Almaty	P	PPL	2.0	2000900.0	0.0	862.0	Asia/Almaty	GeoNames match with ascii name + lat + long whole numbers.	319	Kazakhstan	43.25	76.91	354.0	435.0	529.0	626.0	740.0	860.0	973.0	1030.0	1080.0	1108.0	1142.0	1190.0	1209.0	1240.0	1298.0	1355.0	1404.0		5.0	Q35493	421176003.0	0	Almaty	Almaty	Almatý	Almaty	Almaty	Алма-Ата	阿拉木圖		ألماتي	আলমেটি	Αλμάτι	अलमाती	Almati	Almaty	Almaty	アルマトイ	알마티	Alma-Ata	Ałmaty	Almaty	Almatı	Almaty	4	1159150969
